Date,Start Time,End Time,Location,Venue URL,Workout Type,Pool Length (yd),Distance (yd),Laps,Workout Time,Avg Pace (/100yd),Avg Heart Rate (bpm),Active Calories,Total Calories,Effort,Zone 1 Time,Zone 1 Range,Zone 2 Time,Zone 2 Range,Zone 3 Time,Zone 4 Time,Zone 5 Time,Post Workout HR Start (bpm),Post Workout HR 1 Min (bpm),Post Workout HR 2 Min (bpm),Notes
2026-06-01,5:46 PM,6:38 PM,"University Park, Texas","https://www.smu.edu/studentaffairs/campus-recreation/facilities/pool",Pool Swim,25,550,22,0:51:41,"9:36",106,186,270,"6 - Moderate",0:48:58,"<133 bpm",0:00:37,"134-146 bpm",0:00:00,0:00:00,0:00:00,108,105,102,"SMU pool swim tracked with Apple Watch; workout was mostly low-intensity aerobic Zone 1."
