date,route,aircraft_tail,aircraft_type,origin,destination,actual_start_local,actual_end_local,track_duration,track_distance_nm,planned_navlog_distance_nm,planned_ete,planned_cruise_altitude_ft,foreflight_overall_score,foreflight_maneuvers_score,foreflight_approaches_score,max_altitude_ft_msl,min_altitude_ft_msl,avg_altitude_ft_msl,max_ground_speed_kt,avg_ground_speed_kt_all_samples,avg_moving_ground_speed_kt_speed_ge_30,avg_cruise_ground_speed_kt,avg_cruise_altitude_ft_msl,max_30s_climb_fpm,max_30s_descent_fpm,primary_moving_segment_start,primary_moving_segment_end,primary_moving_segment_duration_min,data_source,debrief_url,notes
2026-02-22,KSEP -> KFTW,N2236W,P28A - PA-28-161 Warrior II,KSEP,KFTW,2026-02-22 16:46:52 CST,2026-02-22 18:20:15 CST,1:33:30,84.82,73,0:39,3500,98,100,97,3495.1,659.2,2138.8,116.5,54.5,95.4,98.1,3402.2,800.0,-657.0,5:16:40 PM CST,6:05:23 PM CST,48.7,"ForeFlight CSV, KML, and navlog PDF export",https://plan.foreflight.com/shared/debrief/track/b00b9008-962e-415f-b88c-1b375792dd6d,Personal PPL training review. Metrics are derived from the downloaded ForeFlight track log and should not be used for navigation.
