local_time,utc_time,elapsed_min,latitude,longitude,altitude_ft,course_deg,ground_speed_kt,bank_deg,pitch_deg,vertical_rate_fpm_30s,cumulative_distance_nm
2026-02-22 18:10:37 CST,2026-02-23T00:10:37Z,83.75,32.82,-97.354,678.282,72.344,1.23,0.0,0.0,-6.574,84.799
2026-02-22 18:10:52 CST,2026-02-23T00:10:52Z,84.0,32.82,-97.354,675.079,177.249,0.121,0.0,0.0,-10.414,84.801
2026-02-22 18:11:07 CST,2026-02-23T00:11:07Z,84.25,32.82,-97.354,674.849,177.249,0.019,0.0,0.0,-6.866,84.801
2026-02-22 18:11:22 CST,2026-02-23T00:11:22Z,84.5,32.82,-97.354,674.519,177.249,0.01,0.0,0.0,-1.119,84.801
2026-02-22 18:11:37 CST,2026-02-23T00:11:37Z,84.75,32.82,-97.354,674.392,177.249,0.005,0.0,0.0,-0.914,84.801
2026-02-22 18:11:52 CST,2026-02-23T00:11:52Z,85.0,32.82,-97.354,675.476,177.249,0.324,0.0,0.0,1.913,84.802
2026-02-22 18:12:07 CST,2026-02-23T00:12:07Z,85.25,32.82,-97.354,673.529,177.249,0.14,0.0,0.0,-1.726,84.803
2026-02-22 18:12:22 CST,2026-02-23T00:12:22Z,85.5,32.82,-97.354,670.182,177.249,0.206,0.0,0.0,-10.587,84.804
2026-02-22 18:12:37 CST,2026-02-23T00:12:37Z,85.75,32.82,-97.354,665.96,177.249,0.093,0.0,0.0,-15.138,84.805
2026-02-22 18:12:52 CST,2026-02-23T00:12:52Z,86.0,32.82,-97.354,661.11,177.249,0.132,0.0,0.0,-18.145,84.805
2026-02-22 18:13:07 CST,2026-02-23T00:13:07Z,86.25,32.82,-97.354,660.001,177.249,0.009,0.0,0.0,-11.918,84.805
2026-02-22 18:13:22 CST,2026-02-23T00:13:22Z,86.5,32.82,-97.354,659.68,177.249,0.009,0.0,0.0,-2.859,84.805
2026-02-22 18:13:37 CST,2026-02-23T00:13:37Z,86.75,32.82,-97.354,659.428,177.249,0.009,0.0,0.0,-1.146,84.805
2026-02-22 18:13:52 CST,2026-02-23T00:13:52Z,87.0,32.82,-97.354,659.392,177.249,0.109,0.0,0.0,-0.577,84.806
2026-02-22 18:14:07 CST,2026-02-23T00:14:07Z,87.25,32.82,-97.354,660.812,177.249,0.126,0.0,0.0,2.768,84.807
2026-02-22 18:14:22 CST,2026-02-23T00:14:22Z,87.5,32.82,-97.354,660.821,177.249,0.066,0.0,0.0,2.858,84.807
2026-02-22 18:14:37 CST,2026-02-23T00:14:37Z,87.75,32.82,-97.354,662.86,177.249,0.091,0.0,0.0,4.095,84.807
2026-02-22 18:14:52 CST,2026-02-23T00:14:52Z,88.0,32.82,-97.354,662.213,177.249,0.023,0.0,0.0,2.785,84.807
2026-02-22 18:15:07 CST,2026-02-23T00:15:07Z,88.25,32.82,-97.354,662.283,177.249,0.02,0.0,0.0,-1.153,84.808
2026-02-22 18:15:22 CST,2026-02-23T00:15:22Z,88.5,32.82,-97.354,662.489,177.249,0.017,0.0,0.0,0.551,84.808
2026-02-22 18:15:37 CST,2026-02-23T00:15:37Z,88.75,32.82,-97.354,662.844,177.249,0.015,0.0,0.0,1.123,84.808
2026-02-22 18:15:52 CST,2026-02-23T00:15:52Z,89.0,32.82,-97.354,664.129,177.249,0.181,0.0,0.0,3.279,84.808
2026-02-22 18:16:07 CST,2026-02-23T00:16:07Z,89.25,32.82,-97.354,670.958,177.249,0.235,0.0,0.0,16.228,84.809
2026-02-22 18:16:22 CST,2026-02-23T00:16:22Z,89.5,32.82,-97.354,667.869,177.249,0.581,0.0,0.0,7.482,84.81
2026-02-22 18:16:37 CST,2026-02-23T00:16:37Z,89.75,32.82,-97.354,670.989,177.249,0.738,0.0,0.0,0.061,84.813
2026-02-22 18:16:52 CST,2026-02-23T00:16:52Z,90.0,32.82,-97.354,677.718,177.249,0.587,0.0,0.0,19.698,84.816
2026-02-22 18:17:07 CST,2026-02-23T00:17:07Z,90.25,32.82,-97.354,677.663,177.249,0.235,0.0,0.0,13.349,84.818
2026-02-22 18:17:22 CST,2026-02-23T00:17:22Z,90.5,32.82,-97.354,676.24,177.249,0.049,0.0,0.0,-2.956,84.819
2026-02-22 18:17:37 CST,2026-02-23T00:17:37Z,90.75,32.82,-97.354,675.411,177.249,0.023,0.0,0.0,-4.506,84.819
2026-02-22 18:17:52 CST,2026-02-23T00:17:52Z,91.0,32.82,-97.354,674.641,177.249,0.022,0.0,0.0,-3.198,84.819
2026-02-22 18:18:07 CST,2026-02-23T00:18:07Z,91.25,32.82,-97.354,674.478,177.249,0.021,0.0,0.0,-1.866,84.819
2026-02-22 18:18:22 CST,2026-02-23T00:18:22Z,91.5,32.82,-97.354,674.448,177.249,0.019,0.0,0.0,-0.387,84.819
2026-02-22 18:18:37 CST,2026-02-23T00:18:37Z,91.75,32.82,-97.354,674.153,146.337,0.768,0.0,0.0,-0.649,84.819
2026-02-22 18:18:52 CST,2026-02-23T00:18:52Z,92.0,32.82,-97.354,679.821,47.767,0.241,0.0,0.0,10.747,84.823
2026-02-22 18:19:07 CST,2026-02-23T00:19:07Z,92.25,32.82,-97.354,673.957,47.767,0.232,0.0,0.0,-0.393,84.825
2026-02-22 18:19:22 CST,2026-02-23T00:19:22Z,92.5,32.82,-97.354,668.164,47.767,0.368,0.0,0.0,-23.314,84.826
2026-02-22 18:19:37 CST,2026-02-23T00:19:37Z,92.75,32.82,-97.354,670.934,74.87,2.688,0.0,0.0,-6.047,84.83
2026-02-22 18:19:52 CST,2026-02-23T00:19:52Z,93.0,32.82,-97.354,667.789,53.964,2.845,0.0,0.0,-0.751,84.842
2026-02-22 18:20:07 CST,2026-02-23T00:20:07Z,93.25,32.82,-97.354,675.448,52.532,2.826,0.0,0.0,9.029,84.854
2026-02-22 18:20:15 CST,2026-02-23T00:20:15Z,93.383,32.82,-97.353,680.843,53.198,2.807,0.0,0.0,26.353,84.861
